TOKEN_ADDRESS,BLOCK_TIMESTAMP,FROM_ADDRESS,TO_ADDRESS,VALUE,TRANSACTION_HASH,NONCE,FROM_ADDRESS_BLOCKCHAIN,TO_ADDRESS_BLOCKCHAIN,GAS,RECEIPT_GAS_USED
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-01 06:52:59+00:00,0x2f2c0f37d43b2b0fcb256d12ceb81727878f5d8b,0xe0381cbf5e5c2ded8ce5973acc4761b592d8213c,2520569401372269,0x2c4451387a1bc733270cdd02babe6bba1bc725060646ca30db7af88ded281a6c,47,0x2f2c0f37d43b2b0fcb256d12ceb81727878f5d8b,0x03cb0021808442ad5efb61197966aef72a1def96,44508,35662
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-01 15:48:11+00:00,0x75d3071e892c8d27007e7fe9f1f4c1829f36ce8f,0x85c80272ad0e7b000c296b5b7db5ecb3863becdc,186753698341144930,0x6fe1e20e3f14d842a2c5ec50e6ea41452bc8604d8019c1ab6ebd3a429b5e4ec5,50,0x75d3071e892c8d27007e7fe9f1f4c1829f36ce8f,0x03cb0021808442ad5efb61197966aef72a1def96,63318,52762
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-01 15:49:59+00:00,0x85c80272ad0e7b000c296b5b7db5ecb3863becdc,0x03cb0021808442ad5efb61197966aef72a1def96,186753000000000000,0x86026596274ab5f508d01acdb1b6828fb320e2e9b8735cfa1b84dba0f4619c33,12,0x85c80272ad0e7b000c296b5b7db5ecb3863becdc,0x03cb0021808442ad5efb61197966aef72a1def96,1000000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-01 15:49:59+00:00,0x03cb0021808442ad5efb61197966aef72a1def96,0x0000000000000000000000000000000000000000,186753000000000000,0x86026596274ab5f508d01acdb1b6828fb320e2e9b8735cfa1b84dba0f4619c33,12,0x85c80272ad0e7b000c296b5b7db5ecb3863becdc,0x03cb0021808442ad5efb61197966aef72a1def96,1000000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-02 07:12:11+00:00,0xdbc1515bba33ff6e0d26631eb53918dcca5ba10a,0xe0381cbf5e5c2ded8ce5973acc4761b592d8213c,9368628607506163,0x3fd283c7ecb7a5da1a78a8b71c5aa86c844376c3906a3d0cbf9a7b9ad250853e,54,0xdbc1515bba33ff6e0d26631eb53918dcca5ba10a,0x03cb0021808442ad5efb61197966aef72a1def96,44508,35662
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-03 03:31:11+00:00,0x03cb0021808442ad5efb61197966aef72a1def96,0x0000000000000000000000000000000000000000,100000000000000000,0x5dff81f5414e3ba8d47c64f5ac23ec62320daf313a2558083c73b78eab63c27f,99,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,100000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-03 03:31:11+00:00,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,100000000000000000,0x5dff81f5414e3ba8d47c64f5ac23ec62320daf313a2558083c73b78eab63c27f,99,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,100000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-03 03:38:47+00:00,0x03cb0021808442ad5efb61197966aef72a1def96,0x0000000000000000000000000000000000000000,9000000000000000,0x23dd8f8811e1023eb7c0ddc37b3bbb2a7ec0e849b17df41385ed6a9f80132320,100,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,100000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-03 03:38:47+00:00,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,9000000000000000,0x23dd8f8811e1023eb7c0ddc37b3bbb2a7ec0e849b17df41385ed6a9f80132320,100,0x3dbaaf579b33436b2de41aadee5834bf20e80563,0x03cb0021808442ad5efb61197966aef72a1def96,100000,45133
0x03cb0021808442ad5efb61197966aef72a1def96,2023-04-03 04:10:23+00:00,0x4d05374e326ce293d7902ca80bd218795370bd27,0x03cb0021808442ad5efb61197966aef72a1def96,11631800000000000,0x08c437d2aa743b1f4a6d0fb5b5f631224a7989bcc0737d0419fd8110f04661b7,38,0x4d05374e326ce293d7902ca80bd218795370bd27,0x03cb0021808442ad5efb61197966aef72a1def96,600000,45133
